,job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary data provide by
134,ESG Data Analyst,Equinix,3-4 Yrs,3.0,4.0,,,,Bangalore / Bengaluru,2.0,Naukri,4.1,33.0,"Analytical skills, Excel, Software packages",
135,NIIT is Urgently hiring  Data Analyst(Gurgaon),NIIT,5-10 Yrs,5.0,10.0,₹ 3 - 5.5L/yr,300000.0,550000.0,Gurgaon / Gurugram,11.0,Naukri,3.7,1200.0,"Data Management, Mis Analysis, Data Analysis",Salary Listed by Company
136,Data Analyst,SKF TECHNOLOGIES (INDIA) PRIVATE LIMITED,5-10 Yrs,5.0,10.0,,,,Bangalore / Bengaluru,16.0,Naukri,4.0,929.0,"Data analysis, Excel, SAS",
137,Data Analyst,Myntra.com,1-3 Yrs,1.0,3.0,₹ 4 - 18L/yr (AmbitionBox estimate),400000.0,1800000.0,Bangalore / Bengaluru,16.0,Naukri,4.0,1700.0,"Customer acquisition, Associate Data Analyst, Reconciliation",Estimated by Ambition Box
138,Technical Consultant - Tableau,Salesforce,3-8 Yrs,3.0,8.0,,,,"Pune, Bangalore / Bengaluru, Gurgaon / Gurugram
													+2 more",30.0,Naukri,4.1,714.0,"tableau, Data modeling, Agile development",
139,"Data Visualization Analyst - TRAI , Delhi",National Institute for Smart Government (NISG),6-11 Yrs,6.0,11.0,₹ 10 - 20L/yr,1000000.0,2000000.0,New Delhi,10.0,Naukri,3.8,183.0,"Data analyst, Data Analysis, Data Visualization",Salary Listed by Company
140,Data Analyst,Clairvoyant India Pvt. Ltd,2-6 Yrs,2.0,6.0,,,,"Pune, Hyderabad / Secunderabad",2.0,Naukri,4.0,73.0,"Data management, Analytical, Schema",
141,Senior Tableau Developer & Data Analyst,Siemens Limited,3-6 Yrs,3.0,6.0,,,,Pune,30.0,Naukri,4.2,4200.0,"Analytics, SQL, Consulting",
142,Associate-Data Analyst (Cost Optimisation),Delhivery,0-4 Yrs,0.0,4.0,,,,"Delhi/Ncr, Bangalore Rural",30.0,Naukri,3.9,5300.0,"Data Analysis, Cost Optimization, Variance Analysis",
143,Associate Data Analyst- FPM,CAE Inc.,1-2 Yrs,1.0,2.0,,,,Bangalore / Bengaluru,23.0,Naukri,4.3,36.0,"Analytical skills, data services, Document review",
144,99acres is hiring For MIS / Data analyst,Info Edge,3-5 Yrs,3.0,5.0,₹ 4.5 - 7L/yr,450000.0,700000.0,Noida,27.0,Naukri,4.0,1700.0,"Pivot Table, Power Bi, VLOOKUP",Salary Listed by Company
145,Data Analyst,DTDC Express,3-7 Yrs,3.0,7.0,,,,Delhi/Ncr,27.0,Naukri,3.8,2500.0,"Data Management, Data Analysis, Advanced Excel",
146,Capco - Senior Data Analyst - Python/PySpark (8-10 yrs),Capco Technologies Pvt Ltd,8-10 Yrs,8.0,10.0,,,,"Bangalore / Bengaluru, Hyderabad / Secunderabad, Pune",14.0,hirist,3.7,424.0,"Data Analyst, Python, PySpark",
147,Prop Solution - Senior Manager/Assistant General Manager - Data Analyst (2-4 yrs),Prop Solutions4U Pvt Ltd,2-4 Yrs,2.0,4.0,,,,Navi Mumbai,20.0,iimjobs,4.6,41.0,"Analytics, Data Analytics",
148,Data Analyst,PlanetSpark,1-4 Yrs,1.0,4.0,₹ 6 - 8L/yr,600000.0,800000.0,Gurgaon / Gurugram,6.0,Naukri,3.7,1700.0,"EDA, Insights, Power Bi",Salary Listed by Company
149,Reference Data Analyst,DEUTSCHE BANK AG,10-12 Yrs,10.0,12.0,,,,Bangalore / Bengaluru,30.0,Naukri,4.0,2900.0,"Modification, People management, Clearing Data Quality",
150,"Reference Data Analyst, NCT",DEUTSCHE BANK AG,3-5 Yrs,3.0,5.0,₹ 4.7 - 6L/yr (AmbitionBox estimate),470000.0,600000.0,Jaipur,30.0,Naukri,4.0,2900.0,"derivatives, data analysis, Fixed income cash",Estimated by Ambition Box
151,Tata AIG - Chief Manager - Data Analyst (3-7 yrs),TATA AIG,3-7 Yrs,3.0,7.0,,,,Mumbai,30.0,iimjobs,4.1,2300.0,"Analytics, Data Analytics, Data Management",
152,Senior Financial Data Analyst,Moody's Analytics,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,17.0,Naukri,3.8,231.0,"structured finance, Financial Data Analyst, credit analysis",
153,"Data Analyst - Andheri,Mumbai @A.T.E.HUBER Envirotech Private Limited.",A T E Enterprises,0-2 Yrs,0.0,2.0,₹ 4 - 5L/yr,400000.0,500000.0,Mumbai,5.0,Naukri,4.0,96.0,"Data Management, Data Analysis, Data Extraction",Salary Listed by Company
154,Senior Data Analyst,Tek Travels,15-22 Yrs,15.0,22.0,,,,Gurgaon / Gurugram,2.0,Naukri,3.8,48.0,"Power Bi, Reports And Dashboards, Tableau",
155,ImpactGuru - Senior Data Analyst (3-4 yrs),Impact Guru Technology Ventures Pvt Ltd,3-4 Yrs,3.0,4.0,,,,Mumbai,18.0,hirist,4.1,333.0,"Data Analyst, Data Analytics, Dashboard Design",
156,ImpactGuru - Senior Data Analyst (2-4 yrs),Impact Guru Technology Ventures Pvt Ltd,2-4 Yrs,2.0,4.0,,,,Mumbai,18.0,hirist,4.1,333.0,"Data Analyst, SQL, Data Analytics",
157,Impact Guru - Senior Data Analyst (3-4 yrs),Impact Guru Technology Ventures Pvt Ltd,3-4 Yrs,3.0,4.0,,,,Mumbai,18.0,iimjobs,4.1,333.0,"Tableau, Data Analytics, Analytics",
158,AME Data Analyst,Garrett Advancing Motion,3-8 Yrs,3.0,8.0,,,,Pune,3.0,Naukri,3.5,73.0,"Computer science, Test strategy, agile project management",
159,"Senior Data Analyst- Business Analyst(Data & Analytics), Cloud",InfoStretch Corporation (India) Pvt. Ltd,6-9 Yrs,6.0,9.0,,,,Hyderabad / Secunderabad,9.0,Naukri,3.4,891.0,"metadata, python, data management",
160,Big Data Engineer,Hexaware Technologies Ltd.,8-9 Yrs,8.0,9.0,,,,"Chennai, Pune, New Delhi
													+4 more",26.0,Naukri,3.6,5000.0,"Investment products, tableau, Excel",
161,Impact Guru - Data Analyst - SQL/SAS/R (2-4 yrs),Impact Guru,2-4 Yrs,2.0,4.0,,,,Mumbai,19.0,hirist,4.1,333.0,"Data Analyst, SQL, SAS",
162,Sr Advanced Data Analyst,Honeywell,8-12 Yrs,8.0,12.0,,,,Bangalore / Bengaluru,30.0,Naukri,4.0,346.0,"Procurement, ERP, Business objects",
163,Data Analyst(Azure) opportunity with Hexaware!!!!,Hexaware Technologies,4-9 Yrs,4.0,9.0,,,,"Chennai, Pune, Bangalore / Bengaluru",27.0,Naukri,3.6,5000.0,"python, power bi, Data Analyst",
164,Data Analyst - Bangalore,Protiviti India,1-2 Yrs,1.0,2.0,,,,Bangalore / Bengaluru,3.0,Naukri,3.4,296.0,"Excel, Power Bi, Tableau",
165,Sr Data Analyst,Gartner,4-9 Yrs,4.0,9.0,,,,Gurgaon / Gurugram,30.0,Naukri,4.1,458.0,"Recruitment, Data analysis, SQL",
166,Data Analyst,Godrej Agrovet,1-3 Yrs,1.0,3.0,₹ 3.5 - 4.5L/yr,350000.0,450000.0,"Bangalore / Bengaluru, Hyderabad / Secunderabad",15.0,Naukri,3.7,951.0,"Data Validation, Countif, Power Bi",Salary Listed by Company
167,Data Analyst,Lloyds Metals and Energy(LMEL),1-6 Yrs,1.0,6.0,,,,Nagpur,8.0,Naukri,3.9,104.0,"marketing, operations, data",
168,Data Analyst Intern,Webindia Inc,0-1 Yrs,0.0,1.0,₹ 0.5 - 1.75L/yr,50000.0,175000.0,Ahmedabad,16.0,Naukri,4.3,43.0,"Data Presentation, Data Manipulation, Data Management",Salary Listed by Company
169,Data Modeller,Tekgence,9-14 Yrs,9.0,14.0,,,,"Chennai, Bangalore / Bengaluru",2.0,Naukri,4.1,25.0,"Data Modeling, ERwin, data analyst",
170,Data Modeller,Tekgence,9-14 Yrs,9.0,14.0,,,,"Chennai, Bangalore / Bengaluru",2.0,Naukri,4.1,25.0,"Data Modeling, ERwin, data analyst",
171,Data Analyst - Sales Operations Data (4-10 yrs),Antal Internationals Network,4-10 Yrs,4.0,10.0,,,,Chennai,4.0,iimjobs,3.6,86.0,"Data Analytics, Analytics, Sales Analytics",
172,Data Analyst,Citco,2-5 Yrs,2.0,5.0,,,,Hyderabad / Secunderabad,4.0,Naukri,3.1,699.0,"Data management, Corporate governance, Service industry",
173,HSSE Q&R Data Analyst,SBM Nauvata Pvt. Ltd.,3-10 Yrs,3.0,10.0,,,,Bangalore / Bengaluru,3.0,Naukri,4.0,27.0,"Computer science, Data management, Renewable energy",
174,Data Analyst,Ignitho Technologies (India) Pvt.Ltd,4-9 Yrs,4.0,9.0,,,,Chennai,6.0,Naukri,4.0,37.0,"Data analysis, Business analysis, Database management",
175,BI Data Analyst,"ATMECS Technologies Pvt., Ltd.",5-8 Yrs,5.0,8.0,,,,Hyderabad / Secunderabad,5.0,Naukri,3.4,197.0,"Data analysis, Manager Quality Assurance, SAS",
176,Data Analyst -Powertrain || Bangalore,GlobalLogic,5-10 Yrs,5.0,10.0,,,,Pune,30.0,Naukri,3.7,3800.0,"python, data analysis, process analysis",
177,Data Analyst,Lifecell,3-5 Yrs,3.0,5.0,₹ 2 - 4.5L/yr,200000.0,450000.0,Chennai,10.0,Naukri,3.5,547.0,"Power Bi, Mis Analysis, Data Analysis",Salary Listed by Company
178,Genpact - Data Analyst - Python - Predictive Analytics (7-10 yrs),Genpact Enterprise Risk Consulting,7-10 Yrs,7.0,10.0,,,,"Pune, Gurgaon / Gurugram",5.0,iimjobs,3.7,45.0,"Analytics, Predictive Analytics, Data Analytics",
179,Urgent Requirement For Data Analyst in HR & Training,Utkarsh Small Finance Bank,3-7 Yrs,3.0,7.0,,,,Varanasi,27.0,Naukri,3.9,2700.0,"Data Handling, Attrition Analysis, PMS",
180,Specialist - Investments,Marsh &amp;amp; McLennan Companies,2-4 Yrs,2.0,4.0,₹ 4 - 8.83L/yr (AmbitionBox estimate),400000.0,883000.0,"Pune, Mumbai",30.0,Naukri,4.0,558.0,"Data analysis, Front office, Data management",Estimated by Ambition Box
181,Data Analyst,Mediplus,3-5 Yrs,3.0,5.0,₹ 3.5 - 6L/yr,350000.0,600000.0,Delhi/Ncr,17.0,Naukri,4.2,56.0,"Data Management, Data Analysis, Data Analytics",Salary Listed by Company
182,Data Analyst,S&P Capital IQ (India) Pvt. Ltd,,,,,,,,30.0,First Naukri,4.2,2200.0,,
183,Data Analyst,Rage Communications Pvt. Ltd.,2-3 Yrs,2.0,3.0,,,,Chennai,2.0,Naukri,3.9,29.0,"project management, BigQuery, Google Analytics",
184,Business Analyst,NIIT,1-3 Yrs,1.0,3.0,₹ 7.5 - 12L/yr,750000.0,1200000.0,Gurgaon / Gurugram,25.0,Naukri,3.7,1200.0,"Google Data Studio, Data analyst, Advance Excel",Salary Listed by Company
185,Senior Data Analyst (Argus Database & Oracle BI Publisher),EVERSANA India Pvt. Ltd,7-12 Yrs,7.0,12.0,₹ 13.5 - 15L/yr (AmbitionBox estimate),1350000.0,1500000.0,Pune,13.0,Naukri,3.7,122.0,"Argus Safety, Bi Publisher, Oracle Argus",Estimated by Ambition Box
186,MIS / Data Analyst - ABDM (NHA) -Chandigarh,National Institute for Smart Government (NISG),3-8 Yrs,3.0,8.0,₹ 4 - 6L/yr,400000.0,600000.0,Chandigarh,24.0,Naukri,3.8,183.0,"Healthcare, Data Analyst, EHR",Salary Listed by Company
187,Hiring Chemical Data Analyst,Straive,2-7 Yrs,2.0,7.0,,,,Chennai,26.0,Naukri,3.5,1500.0,"ChemDraw, Patient analysis, Articles",
188,Data Analyst,Astral Adhesives,1-3 Yrs,1.0,3.0,,,,Ahmedabad,2.0,Naukri,4.3,683.0,"Data Modelling, Data Extraction, Data Cleansing",
189,Hindustan Times  - Market Data Analyst (1-3 yrs),Hindustan Times,,,,,,,,19.0,iimjobs,3.6,235.0,,
190,Sr. Data Analyst,Aeries Technology Group,5-10 Yrs,5.0,10.0,,,,Bangalore / Bengaluru,4.0,Naukri,3.5,255.0,"Data analysis, Business analytics, Analytical",
191,Data Analyst,ICICI Lombard,3-8 Yrs,3.0,8.0,₹ 5 - 15L/yr,500000.0,1500000.0,Mumbai,30.0,Naukri,3.8,3900.0,"Excel, Power Bi, SAAS",Salary Listed by Company
192,Urgently Required Data Analyst For Logistic Industry in Noida,Sugam Parivahan,2-5 Yrs,2.0,5.0,₹ 4 - 5L/yr,400000.0,500000.0,Noida,19.0,Naukri,3.8,145.0,"Data Analysis, Data Quality Management",Salary Listed by Company
193,Data Analyst - Python/Business Intelligence (3-10 yrs),ATech,3-10 Yrs,3.0,10.0,,,,"Hyderabad / Secunderabad, Jaipur, Rajasthan
													+4 more",3.0,hirist,4.0,19.0,"Data Analyst, Data Science, Python",
194,Data Analyst,CSM Technologies,8-12 Yrs,8.0,12.0,,,,New Delhi,30.0,Naukri,4.5,579.0,"Coding, Data Analyst, data visualization",
195,Airtel - Senior Lead Data Analyst (6-12 yrs),Airtel,6-12 Yrs,6.0,12.0,,,,Gurgaon / Gurugram,30.0,iimjobs,4.0,12200.0,"Data Analytics, Analytics, Consulting - Telecom",
196,Supply Chain Reporting Data Analyst,Alcon Pharmaceuticals Pvt. Ltd.,2-7 Yrs,2.0,7.0,,,,Bangalore / Bengaluru,30.0,Naukri,3.7,366.0,"Troubleshooting, Recruitment, SQL",
197,Junior Data Analyst,Citco,1-2 Yrs,1.0,2.0,,,,Hyderabad / Secunderabad,10.0,Naukri,3.1,699.0,"Junior Analyst, Training, Corporate governance",
198,Marketing Data Analyst,Foodlink Services,2-3 Yrs,2.0,3.0,₹ 6 - 7.5L/yr,600000.0,750000.0,Mumbai,19.0,Naukri,4.0,84.0,"Marketing Campaigns, Market Research And Analysis, Pricing Strategy",Salary Listed by Company
199,Lead Data Analyst - Business Intelligence (10-15 yrs),ABC Consultants,10-15 Yrs,10.0,15.0,,,,Bangalore / Bengaluru,18.0,hirist,3.8,309.0,"Data Analyst, Data Analytics, Tableau",
200,Market Data Analyst,Pentair,7-12 Yrs,7.0,12.0,,,,Noida,30.0,Naukri,4.0,89.0,"Predictive Modeling, Power BI, SAS",
201,"Data Analyst (Tableau, SQL, AWS, Python)",OSI Digital,4-8 Yrs,4.0,8.0,,,,Hyderabad / Secunderabad,11.0,Naukri,3.6,99.0,"Tableau, AWS, Python",
202,Hiring For Power BI Support !,NOVAC,4-9 Yrs,4.0,9.0,,,,Navi Mumbai,30.0,Naukri,4.0,370.0,"MIS Preparation, Loan Origination, Power Bi",
203,Senior Data Analyst Lead / Manager,Wellthy  Therapeutics,8-12 Yrs,8.0,12.0,₹ 25 - 37.5L/yr,2500000.0,3750000.0,Mumbai,5.0,Naukri,3.8,43.0,"Power BI, DATA DRIVEN, Data Visualization",Salary Listed by Company
204,Data Analyst,Speridian Technologies,4-6 Yrs,4.0,6.0,₹ 2 - 4.5L/yr (AmbitionBox estimate),200000.0,450000.0,Cochin/Ernakulam/Kochi,16.0,Naukri,3.5,251.0,"Azure Synapse, Azure Data Factory, Elastic Search",Estimated by Ambition Box
205,Senior Executive - Data Analyst,VIACOM 18 MEDIA PRIVATE LIMITED,2-4 Yrs,2.0,4.0,,,,Mumbai,10.0,Naukri,3.7,74.0,"Computer science, Data analysis, Social media",
206,Data Analyst,Morepen Laboratories,0-2 Yrs,0.0,2.0,₹ 2 - 5L/yr,200000.0,500000.0,Mumbai,25.0,Naukri,4.0,334.0,"Data Transformation, Data Analysis, Data Mining",Salary Listed by Company
207,Wipro Consumer Care - Data Analyst - Internal Audit Department (2-4 yrs),Wipro Consumer Care & Lighting,2-4 Yrs,2.0,4.0,,,,Bangalore / Bengaluru,30.0,iimjobs,3.9,2300.0,"Data Warehousing, Data Analytics, SQL",
208,Wipro Consumer Care - Data Analyst - Internal Audit Department (2-4 yrs),Wipro Consumer Care & Lighting,2-4 Yrs,2.0,4.0,,,,Bangalore / Bengaluru,30.0,iimjobs,3.9,2300.0,"Data Analytics, Analytics, SQL",
209,Data Analyst,Sumeru Digital Solutions,2-6 Yrs,2.0,6.0,,,,Bangalore / Bengaluru,6.0,Naukri,4.6,7.0,Data Analyst,
210,Clinical Data Analyst,CBCC Global Research,1-3 Yrs,1.0,3.0,,,,Ahmedabad,3.0,Naukri,4.6,28.0,"clinical Data Co-ordinator, Data Validation, EDC",
211,Data Analyst,Phenompeople,4-9 Yrs,4.0,9.0,,,,Hyderabad / Secunderabad,30.0,Naukri,4.2,270.0,"Healthcare, Analytics, Data analysis",
212,Better - Data Analyst (2-4 yrs),BMTG Advisors India Private Limited,2-4 Yrs,2.0,4.0,,,,Remote,12.0,iimjobs,3.0,725.0,"Data Analytics, Analytics, SQL",
213,Data Analyst Trainer,Fortune Cloud Technologies,1-2 Yrs,1.0,2.0,₹ 2.25 - 3.75L/yr,225000.0,375000.0,Pune,3.0,Naukri,4.4,56.0,"Data Anlalytics, Power Bi, Data science",Salary Listed by Company
214,Messaging Trust Data Analyst,Syniverse Technologies Services India Pvt. Ltd.,2-7 Yrs,2.0,7.0,,,,"Bangalore / Bengaluru, Hyderabad / Secunderabad",6.0,Naukri,3.3,111.0,"data analysis, data science, business writing",
215,Data Analyst II,SE2 Digital Service LLP,4-5 Yrs,4.0,5.0,,,,"Chennai, Pune, New Delhi
													+4 more",11.0,Naukri,3.5,85.0,"Data analysis, Analytical, Workforce planning",
216,Data Analyst - 1,Capillary Technologies India Pvt. Ltd.,2-5 Yrs,2.0,5.0,,,,Bangalore / Bengaluru,12.0,Naukri,3.5,173.0,"Statistical programming, Automation, Data analysis",
217,Senior Tableau Data Analyst,Apps Associates (I) Pvt. Ltd,5-7 Yrs,5.0,7.0,,,,Hyderabad / Secunderabad,21.0,Naukri,3.9,137.0,"ERP, Azure Cloud, Snowflake",
218,Data Analyst  - SQL (1-11 yrs),A Tech India,1-11 Yrs,1.0,11.0,,,,"Bangalore / Bengaluru, Chennai, Goa
													+6 more",10.0,iimjobs,4.0,19.0,"Data Analytics, Analytics, SQL",
219,Content Data Analyst,GHX INDIA PRIVATE LIMITED,1-6 Yrs,1.0,6.0,,,,Hyderabad / Secunderabad,4.0,Naukri,3.8,15.0,"medical, python, data management",
220,Senior Power BI/Data Analyst,Arcadis Consulting India Pvt. Ltd,7-10 Yrs,7.0,10.0,,,,Bangalore / Bengaluru,30.0,Naukri,4.2,191.0,"SQL, Python, Production support",
221,Senior Data Analyst,Launch It Consulting,6-10 Yrs,6.0,10.0,,,,Hyderabad / Secunderabad,12.0,Naukri,3.5,56.0,"Power Bi, Data Analysis, SQL Queries",
222,Master Data Analyst,Saasvaap,3-8 Yrs,3.0,8.0,,,,"Thiruvananthapuram, Cochin/Ernakulam/Kochi, Bangalore / Bengaluru",27.0,Naukri,4.2,65.0,"data analysis, data modeling, PowerDesigner",
223,Snapmint - Data Analyst (0-1 yrs),Snapmint,0-1 Yrs,0.0,1.0,,,,"Mumbai, Bangalore / Bengaluru",11.0,iimjobs,3.9,27.0,"Python, SQL, Analytics",
224,Data Analyst - Python/Power BI (3-5 yrs),Golden Eagle IT Technologies Pvt Ltd.,3-5 Yrs,3.0,5.0,,,,Indore,17.0,hirist,4.3,15.0,"Data Analyst, Data Analytics, Power BI",
225,Senior Data Analyst - Tableau/Power BI (3-5 yrs),Golden Eagle IT Technologies Pvt Ltd.,3-5 Yrs,3.0,5.0,,,,"Mp, Indore",17.0,hirist,4.3,15.0,"Power BI, Tableau, SQL",
226,Analyst || Stanza Living || Gurgaon,Stanza Living,2-5 Yrs,2.0,5.0,₹ 6 - 8L/yr,600000.0,800000.0,Gurgaon / Gurugram,5.0,Naukri,3.1,806.0,"Google Sheets, Excel, Business Analyst",Salary Listed by Company
227,Senior Data Analyst,Paxcom India,4-7 Yrs,4.0,7.0,₹ 9 - 14L/yr,900000.0,1400000.0,Gurgaon / Gurugram,23.0,Naukri,4.0,56.0,"Predictive Modeling, R, Power Bi",Salary Listed by Company
228,Senior Data Analyst III,VIACOM 18 MEDIA PRIVATE LIMITED,10-12 Yrs,10.0,12.0,,,,"Mumbai, Bangalore / Bengaluru",16.0,Naukri,3.7,74.0,"Telecom, Bfsi, Analytical",
229,Data Steward - EU Taxonomy Data (Analyst),Institutional Shareholder Services Inc.,1-4 Yrs,1.0,4.0,,,,Mumbai,27.0,Naukri,3.8,84.0,"Business analytics, Manager Quality Assurance, Data collection",
230,Data Analyst | Insurance,Cars24,5-8 Yrs,5.0,8.0,,,,Delhi/Ncr,30.0,Naukri,3.7,3000.0,"Strategy, Tableau, Data Analytics",
231,Data Analyst,Lenexis Foodworks,5-10 Yrs,5.0,10.0,,,,Mumbai,30.0,Naukri,4.1,121.0,"algorithms, Process Automation, Data Engineering",
232,Data Scientist,Manya Education,5-10 Yrs,5.0,10.0,₹ 6.5 - 12L/yr,650000.0,1200000.0,New Delhi,5.0,Naukri,3.4,73.0,"Data analyst, R, SQL Queries",Salary Listed by Company
233,Marketing Data Analyst,PGi,2-5 Yrs,2.0,5.0,,,,Hyderabad / Secunderabad,30.0,Naukri,4.2,106.0,"CRM, Analytics, Data analysis",
234,Data Analyst,YRG Care,4-5 Yrs,4.0,5.0,,,,Hyderabad / Secunderabad,30.0,Naukri,4.2,62.0,"Data analysis, SPSS, Data management",
235,BI Data Analyst,Comviva Technology,3-5 Yrs,3.0,5.0,,,,Gurgaon / Gurugram,20.0,Naukri,3.3,603.0,"Excel, Power Bi, Data Visualization",
236,Machine Learning Engineer - Python/Spark (5-8 yrs),SundayLabs,5-8 Yrs,5.0,8.0,,,,Bangalore / Bengaluru,30.0,hirist,4.8,13.0,"Machine Learning, Python, Spark",
237,Rezo.AI - Senior Data Analyst (4-6 yrs),Rezo.AI,4-6 Yrs,4.0,6.0,,,,Noida,24.0,hirist,4.0,57.0,"Data Analyst, Data Analytics, Statistical Analyst",
238,Zimetrics Technologies - Business Intelligence/Data Analyst - Looker/SQL/Scripting (4-8 yrs),Zimetrics Technologies Private Limited,4-8 Yrs,4.0,8.0,,,,Pune,20.0,hirist,4.5,228.0,"Business Intelligence, Data Analyst, Data Analytics",
239,Futurisk Insurance Broking -Senior Data Analyst- Chennai,Futurisk Insurance Broking Company (P) ltd,3-8 Yrs,3.0,8.0,₹ 5 - 11L/yr,500000.0,1100000.0,Chennai,24.0,Naukri,4.1,34.0,"Data Transformation, Data Quality, Data Management",Salary Listed by Company
240,Data Analyst,Husk Power Systems,5-7 Yrs,5.0,7.0,,,,Pune,20.0,Naukri,3.8,75.0,"Power Bi, Data Analysis, SQL Database",
241,Data Analyst - SQL/Tableau (3-5 yrs),Overture Rede Private Limited.,3-5 Yrs,3.0,5.0,,,,Chennai,4.0,hirist,4.3,21.0,"Data Analyst, Data Analytics, SQL",
242,Data Analyst,Accolite Digital,4-9 Yrs,4.0,9.0,₹ 7 - 14L/yr,700000.0,1400000.0,Gurgaon / Gurugram,25.0,Naukri,3.4,593.0,"Iics, Powercenter, Postgresql",Salary Listed by Company
243,Senior System Analyst,Infinite Computer Solutions India Pvt. Ltd.,2-5 Yrs,2.0,5.0,,,,Noida,30.0,Naukri,3.5,1200.0,"Data Analyst, Customer service, SQL",
244,Tableau Developer - Analytics Dashboards (4-7 yrs),Indium Software,4-7 Yrs,4.0,7.0,,,,Chennai,30.0,hirist,4.1,698.0,"Tableau, SQL, Analytics Dashboards",
245,Data Analyst,Inchcape Shipping Services India Pvt. Ltd,2-5 Yrs,2.0,5.0,₹ 3.6 - 4.3L/yr (AmbitionBox estimate),360000.0,430000.0,Remote,24.0,Naukri,3.5,139.0,"data cleansing, Trade, Excel",Estimated by Ambition Box
246,Business cum Data analyst,E Connect Solutions Pvt Ltd,10-13 Yrs,10.0,13.0,,,,Bhopal,30.0,Naukri,4.0,72.0,"Gap Analysis, Requirements Management, Business Analytics",
247,Data Analyst,Comviva Technology,3-8 Yrs,3.0,8.0,₹ 5 - 8L/yr,500000.0,800000.0,Delhi/Ncr,23.0,Naukri,3.3,603.0,"Communication Skills, Analytical Skills, Data Extraction",Salary Listed by Company
248,Data Analyst,Deepak Foundation,5-6 Yrs,5.0,6.0,,,,Vadodara,26.0,Naukri,3.8,92.0,"R, STATA, NGO Management",
249,sr Data Scientist / Data Analyst 6+ yrs,Encore Infotech Services,6-9 Yrs,6.0,9.0,,,,Hyderabad / Secunderabad,22.0,Naukri,3.9,38.0,"Data Scientist, Data Analyst, AI technology",
250,Senior BI Data Analyst,Ignitho Technologies (India) Pvt.Ltd,4-6 Yrs,4.0,6.0,,,,Chennai,25.0,Naukri,4.0,37.0,"Data analysis, Business analysis, Analytical",
251,Data Analyst- Contractual role For Product based company,Protiviti India,3-5 Yrs,3.0,5.0,₹ 6 - 10L/yr,600000.0,1000000.0,"Bangalore / Bengaluru, Bangalore Rural",25.0,Naukri,3.4,296.0,"Tableau, Ab Testing, SQL",Salary Listed by Company
252,Data Analyst - Contractual role- Bangalore,Protiviti India,3-6 Yrs,3.0,6.0,₹ 6 - 10L/yr,600000.0,1000000.0,"Bangalore / Bengaluru, Bangalore Rural",25.0,Naukri,3.4,296.0,"Tableau, Ab Testing, Python",Salary Listed by Company
253,Data analyst,"Thejo Engineering Ltd, Chennai",3-7 Yrs,3.0,7.0,,,,Chennai,30.0,Naukri,3.7,135.0,"Power Bi, Tableau, SQL Server",
254,SAP Data Analyst,Ford Global Business Services,1-5 Yrs,1.0,5.0,,,,Chennai,60.0,Naukri,4.5,726.0,"Sheduling, variant onfiguration, SAP",
255,"Data Analyst, Credit Ratings",Morningstar India (P) Ltd.,0-2 Yrs,0.0,2.0,,,,Mumbai,30.0,Naukri,3.9,928.0,"Data Analyst, Customer service, Credit rating",
256,"Senior Data Analyst, Credit Ratings",Morningstar India (P) Ltd.,1-3 Yrs,1.0,3.0,₹ 5.5 - 8L/yr (AmbitionBox estimate),550000.0,800000.0,Mumbai,30.0,Naukri,3.9,928.0,"Data Analyst, Customer service, Credit rating",Estimated by Ambition Box
257,Data Analyst PowerBI,Ebizon,1-3 Yrs,1.0,3.0,,,,Mumbai,6.0,Naukri,3.3,59.0,"Mining, SAS, Technical writing",
258,Data Analyst PowerBI,Ebizon Net Info Pvt Ltd,2-4 Yrs,2.0,4.0,,,,Mumbai,6.0,Naukri,3.3,59.0,"Computer science, Mining, SAS",
259,Senior Data Analyst / Data Analyst Manager Immediate Requirement,Millennium Organisation,2-7 Yrs,2.0,7.0,₹ 3.5 - 7L/yr,350000.0,700000.0,Mumbai,2.0,Naukri,3.4,25.0,"Business Strategy, Sales Analysis, Team Handling",Salary Listed by Company
260,Data Analyst,Clairvoyant India,4-7 Yrs,4.0,7.0,,,,"Pune, Bangalore Rural, Gurgaon / Gurugram",30.0,Naukri,4.0,73.0,"Pyspark, SQL, Python",
261,Immediate requirement For Data Analyst (Power BI) - Indore,Annova Solutions Pvt Ltd,1-2 Yrs,1.0,2.0,₹ 1.25 - 2.75L/yr,125000.0,275000.0,Indore,2.0,Naukri,3.9,125.0,"Advance Excel, Power BI, MIS Reporting",Salary Listed by Company
